2005,150000,19.7,796,46.3,85000
2006,110000,17.88,1396,52.8,67500
2016,110000,24.3,1248,88.5,700000
2010,80000,22.07,1199,73.9,275000
2019,20000,18.9,1197,81.86,600000
2011,120000,13,2489,95,250000
2016,120000,15.96,2523,63,600000
2010,80000,20.4,1248,91.2,200000
2015,91500,24,1120,70,425000
2012,120000,19.3,1248,73.9,420000
2012,100000,23,1396,90,321000
2012,120000,14,2498,112,350000
2017,80000,17.8,1198,86.7,490000
2015,90000,15.4,2523,75,680000
2016,70000,23.95,998,67.05,298000
2012,40000,22.3,1248,74,250000
2013,110000,12.8,2953,156,1075000
2017,20000,18.9,1197,82,500000
2019,10000,19,1194,94.68,681000
2014,90000,15.1,2179,140,650000
2008,70000,15.26,1150,74.9,80000
2009,120000,13.6,2523,63,290000
2006,120000,10.5,2179,120,220000
2009,90000,0,1086,62,120000
2017,80000,22.7,799,53,229999
2003,132478,13.6,2523,63,150000
2014,45000,19.1,1197,85.8,500000
2013,120000,19.09,1396,69,175000
2019,10000,19,1194,94.68,720000
2012,51000,16.1,796,37,100000
2009,105000,12.9,1799,130,250000
2014,100000,15.1,2179,140,810000
2010,30000,19.7,796,46.3,165000
2016,60000,12.2,1994,105.3,409999
2013,86000,22.9,1248,74,430000
2015,15000,20.62,1198,67,300000
2011,137500,19.3,1248,73.9,350000
2018,60000,23.01,999,67,400000
2016,70000,18.2,1248,73.74,420000
2015,5000,20.51,998,67.04,430000
2017,30000,20.4,1197,81.8,573000
2015,40000,21.1,814,55.2,210000
2015,60000,19.01,1461,108.45,600000
2008,70000,17.7,1497,78,150000
2019,15000,20.3,1199,84,550000
2011,110000,19.3,1248,73.9,320000
2000,70000,16.1,796,37,80000
2019,10000,27.4,1498,98.63,800000
2013,60000,16.02,1373,93.7,500000
2011,110000,18.8,1248,90,229999
2013,60000,16.02,1373,93.7,500000
2015,35000,18.6,1197,81.83,630000
2016,70000,16.8,796,34.2,190000
2011,110000,18.8,1248,90,229999
2011,100000,13.6,2523,63,450000
2008,120000,19.7,796,46.3,95000
2009,90000,19.7,796,35,101000
2016,70000,25.8,1498,98.6,500000
2014,88000,12.99,2494,100.6,1019999
2012,38000,21.1,814,55.2,244000
2013,90000,20.51,998,67.04,250000
2016,60000,21.4,1197,83.1,660000
2010,60000,18.5,1197,80,270000
2012,156060,23.2,1248,73.94,280000
2017,60000,19.67,1582,126.2,1050000
2017,70000,20.85,1197,83.14,525000
2017,35000,23.9,1582,126.2,850000
2016,50000,16,1997,140,1165000
2012,50000,18.6,1197,85.8,345000
2007,100000,17.8,1086,63,95000
2015,15000,22.74,796,47.3,241000
2015,20000,22.74,796,47.3,235000
2015,80000,22.77,1498,98.59,615000
2014,110000,20.8,1461,64.1,350000
2014,35000,20.51,998,67.04,350000
2014,35000,20.51,998,67.04,380000
2017,140000,14.07,2956,69.01,400000
2010,40000,19,998,67.1,220000
2008,110000,14.4,2179,120,270000
2012,70000,18.5,1197,85.8,275000
2009,100000,17,1405,71,125000
2015,20000,19.81,1086,68.05,360000
2019,15000,18.9,1197,81.86,550000
2011,70000,16.6,1388,68,200000
2016,20000,18.15,1198,82,327000
2016,15000,19.81,1086,68.05,425000
2017,107000,28.4,1248,74.02,620000
2011,54000,18.4,1248,75,130000
2009,58000,19.7,796,46.3,120000
2011,110000,12.05,2179,120,400000
2007,90000,16.8,1493,110,185000
2015,43000,20.3,998,68.05,204999
2017,43000,28.4,1248,74.02,625000
2013,60000,20.77,1248,88.8,600000
2011,150000,12.8,1396,85,150000
2017,35000,23.01,999,67,300000
2013,46000,18.2,1199,84.8,229999
2018,10000,16.8,796,34.2,220000
2016,35000,18.6,1197,81.83,576000
2016,50000,25.17,799,53.3,265000
2011,80000,22.32,1582,126.32,300000
2017,110000,24.7,1047,69,420000
2015,14000,20.77,1248,88.76,750000
2012,60000,30.46,796,47.3,165000
2017,28000,25.17,799,53.3,290000
2011,57000,21.1,814,55.2,160000
2017,50000,26.59,1248,74,695000
2012,70000,26.2,998,58.2,231000
2015,60000,21.43,1364,87.2,1050000
2013,70000,18.5,1197,82.85,400000
2016,40000,18.6,1197,81.83,500000
2010,120000,21.12,1248,88.8,150000
2016,140000,14.02,2179,118.3,400000
2010,100000,17,1405,70,120000
2014,120000,14.02,2179,118.3,480000
2013,120000,19.09,1405,69.01,200000
2012,64000,17.8,1399,67,300000
2015,25000,23.1,998,67.04,350000
2019,12000,20,999,72,580000
2012,70000,25.44,936,57.6,200000
2016,120000,11,2179,120,750000
2016,90000,25.17,799,53.3,261000
2015,40000,18.2,1199,82.4,371000
2010,300000,13.6,2523,63,320000
2012,120000,19.09,1396,69,204999
2003,90000,13.2,1495,94,110000
2009,100000,17.7,1399,68,150000
2016,90000,15.96,2523,62.1,625000
2017,50000,15.4,1997,120,1300000
2015,168000,20.6,1968,141,900000
2010,110000,20,1399,68,180000
2010,120000,13.6,2523,63,421000
2012,120000,19.09,1396,69,204999
2017,40000,25.5,1498,98.6,900000
2006,110000,17.7,1497,78,165000
2010,100000,21.9,1396,90,270000
2017,40000,24.3,1248,88.5,750000
2019,30000,18.6,1197,81.86,750000
2002,80000,16.1,796,37,40000
2011,90000,20,1399,68,190000
2009,200000,12.8,2494,102,395000
2010,125000,11.5,2982,171,800000
2011,80000,17,1197,80,315000
2014,44000,16.55,1968,147.51,1600000
2013,90000,23.59,1364,67.04,409999
2018,32000,18.9,1197,81.86,580000
2013,70000,18.5,1197,82.85,340000
2015,43000,21.1,814,55.2,270000
2017,80000,22.95,1248,74,280000
2012,60000,22.3,1248,74,130000
2014,18945,21.1,814,55.2,260000
2018,70000,24,1186,73.97,710000
2013,100000,15.1,1196,73,204999
2017,60000,20.62,1198,67,300000
2009,144000,19.3,1248,73.9,180000
2016,120000,18.49,1493,100,700000
2012,107825,21.9,1396,90,320000
2020,15000,22.05,796,47.3,370000
2018,10000,25.17,799,53.3,340000
2019,1620,19.01,1462,103.2,1040000
2018,30000,21.19,1396,88.76,750000
2018,70000,18.49,2179,120,600000
2016,70000,15.96,2523,63,550000
2013,95000,12.99,2494,100.57,600000
2017,50000,24.7,1047,69,550000
2015,160000,25.1,1498,98.6,750000
2019,10000,20.3,1086,68,450000
2012,100000,20.77,1248,88.76,400000
2016,50000,25.2,1248,74,520000
2013,60000,20.2,998,67.1,199000
2012,110000,25.44,936,57.6,150000
2016,80000,21.19,1396,88.73,540000
2011,85000,21.5,1248,88.8,250000
2010,90000,18.9,1061,67,200000
2011,90000,25,1396,69,130000
2007,90000,16.1,796,37,90000
2012,120000,22.32,1582,126.32,450000
2009,120000,18.1,1493,110,280000
2007,160000,13.93,2956,138.1,280000
2006,141000,17.3,993,60,120000
2008,100000,17.8,1248,75,290000
2019,15000,22.1,1396,88.7,1000000
2012,108000,19.3,1248,73.9,415000
2012,108000,23.4,1248,74,415000
2015,55000,25.44,936,56.3,240000
2010,37944,18.4,1248,75,250000
2011,90400,20,1399,68,175000
2008,85000,16.8,1493,110,220000
2003,120000,20.8,1527,58,85000
2019,5000,21.21,1197,81.8,675000
2016,50000,19.87,1461,83.8,535000
2019,5000,20,999,72,675000
2016,90000,24.3,1248,88.5,800000
2012,96000,20.77,1248,88.8,425000
2011,80000,15.37,1196,73,150000
2007,60000,18.2,1061,64,90000
2015,90000,15.1,2179,140,850000
2008,193623,12.8,2494,102,330000
2017,63186,22.54,1396,88.73,850000
2008,219000,13.6,2523,63,305000
2013,110000,12.99,2494,100,910000
2012,151000,12.8,2494,102,1100000
2019,5000,21.4,1197,83.1,675000
2010,91500,19.7,796,46.3,150000
2015,23000,25.2,1248,74,550000
2012,40000,20.54,1598,103.6,350000
2012,70000,23.2,1248,73.94,300000
2018,10000,11.36,2755,171.5,1745000
2014,90000,14,2523,75,611000
2016,68000,19.4,1198,86.8,400000
2013,120000,22.7,1582,126.24,700000
2013,65000,22.1,1248,76.9,300000
2005,85000,15.3,1341,83,65000
2011,94000,18.9,998,67.1,200000
2015,100000,22.54,1396,88.73,650000
2015,80000,22.54,1396,88.73,650000
2013,80000,22.07,1199,73.9,350000
